geometry.coordinates	route_name	name	stop_number	stop_modifier
144.9735491,-37.8134165	Tram 11: Victoria Harbour => West Preston	Spring Street	8	
144.9735491,-37.8134165	Tram 48: Victoria Harbour => North Balwyn	Spring Street	8	
144.9735491,-37.8134165	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Spring Street	8	
144.9735491,-37.8134165	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Spring Street	8	
144.9732247,-37.8135423	Tram 11: West Preston => Victoria Harbour	Spring Street	8	
144.9732247,-37.8135423	Tram 48: North Balwyn => Victoria Harbour	Spring Street	8	
144.9732247,-37.8135423	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Spring Street	8	
144.9732247,-37.8135423	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Spring Street	8	
144.9745516,-37.8153491	Tram 75: Central Pier => Vermont South Shopping Centre	Spring Street	8	
144.9740496,-37.8155286	Tram 35: Waterfront City => La Trobe Street => Flinders Street => Waterfront City	Spring Street	8	
144.9740496,-37.8155286	Tram 75: Vermont South Shopping Centre => Central Pier	Spring Street	8	
144.9557347,-37.807192	Tram 58: Toorak => West Coburg	Queen Victoria Market	9	
144.9557247,-37.8074527	Tram 58: West Coburg => Toorak	Queen Victoria Market	9	
144.9723769,-37.8115288	Tram 86: Waterfront City => RMIT University Bundoora Campus	Spring Street	9	
144.9723769,-37.8115288	Tram 96: St Kilda Beach => East Brunswick	Spring Street	9	
144.9725097,-37.8115209	Tram 86: RMIT University Bundoora Campus => Waterfront City	Spring Street	9	
144.9725097,-37.8115209	Tram 96: East Brunswick => St Kilda Beach	Spring Street	9	
144.9564192,-37.8033181	Tram 58: Toorak => West Coburg	Queensberry Street	11	
144.9564092,-37.8035763	Tram 58: West Coburg => Toorak	Queensberry Street	11	
144.9574461,-37.8018742	Tram 19: Flinders Street railway station => North Coburg	Haymarket	9	
144.9574461,-37.8018742	Tram 59: Flinders Street railway station => Airport West	Haymarket	9	
144.9577433,-37.8024346	Tram 19: North Coburg => Flinders Street railway station	Haymarket	9	
144.9577433,-37.8024346	Tram 59: Airport West => Flinders Street railway station	Haymarket	9	
144.9526037,-37.8195018	Tram 11: Victoria Harbour => West Preston	Stop D14: Southern Cross Station	14	
144.9526037,-37.8195018	Tram 48: Victoria Harbour => North Balwyn	Stop D14: Southern Cross Station	14	
144.9521667,-37.8196569	Tram 11: West Preston => Victoria Harbour	Stop D14: Southern Cross Station	14	
144.9521667,-37.8196569	Tram 48: North Balwyn => Victoria Harbour	Stop D14: Southern Cross Station	14	
144.9505032,-37.8201048	Tram 11: Victoria Harbour => West Preston	Stop D15: Batman's Hill	15	
144.9505032,-37.8201048	Tram 48: Victoria Harbour => North Balwyn	Stop D15: Batman's Hill	15	
144.9501246,-37.8202469	Tram 11: West Preston => Victoria Harbour	Stop D15: Batman's Hill	15	
144.9501246,-37.8202469	Tram 48: North Balwyn => Victoria Harbour	Stop D15: Batman's Hill	15	
144.948014,-37.8208222	Tram 11: Victoria Harbour => West Preston	Stop D16: Harbour Esplanade	16	
144.948014,-37.8208222	Tram 48: Victoria Harbour => North Balwyn	Stop D16: Harbour Esplanade	16	
144.9481241,-37.8208232	Tram 11: West Preston => Victoria Harbour	Stop D16: Harbour Esplanade	16	
144.9481241,-37.8208232	Tram 48: North Balwyn => Victoria Harbour	Stop D16: Harbour Esplanade	16	
144.9455367,-37.8214409	Tram 11: Victoria Harbour => West Preston	Stop D17: Collins Landing	17	
144.9455367,-37.8214409	Tram 48: Victoria Harbour => North Balwyn	Stop D17: Collins Landing	17	
144.9460152,-37.8174639	Tram 35: Waterfront City => La Trobe Street => Flinders Street => Waterfront City	Stop D3: Docklands Stadium	3	
144.9460152,-37.8174639	Tram 70: Wattle Park => Waterfront City	Stop D3: Docklands Stadium	3	
144.9460152,-37.8174639	Tram 75: Vermont South Shopping Centre => Central Pier	Stop D3: Docklands Stadium	3	
144.9462094,-37.8177943	Tram 70: Waterfront City => Wattle Park	Stop D3: Docklands Stadium	3	
144.9462094,-37.8177943	Tram 75: Central Pier => Vermont South Shopping Centre	Stop D3: Docklands Stadium	3	
144.9475848,-37.8214978	Tram 70: Waterfront City => Wattle Park	Stop D4: Docklands Park	4	
144.9475848,-37.8214978	Tram 75: Central Pier => Vermont South Shopping Centre	Stop D4: Docklands Park	4	
144.9475881,-37.8217085	Tram 35: Waterfront City => La Trobe Street => Flinders Street => Waterfront City	Stop D4: Docklands Park	4	
144.9475881,-37.8217085	Tram 70: Wattle Park => Waterfront City	Stop D4: Docklands Park	4	
144.9475881,-37.8217085	Tram 75: Vermont South Shopping Centre => Central Pier	Stop D4: Docklands Park	4	
144.9512207,-37.8218626	Tram 70: Waterfront City => Wattle Park	Stop D5: The Goods Shed	5	
144.9512207,-37.8218626	Tram 75: Central Pier => Vermont South Shopping Centre	Stop D5: The Goods Shed	5	
144.9509183,-37.8219662	Tram 35: Waterfront City => La Trobe Street => Flinders Street => Waterfront City	Stop D5: The Goods Shed	5	
144.9509183,-37.8219662	Tram 70: Wattle Park => Waterfront City	Stop D5: The Goods Shed	5	
144.9509183,-37.8219662	Tram 75: Vermont South Shopping Centre => Central Pier	Stop D5: The Goods Shed	5	
144.9535957,-37.8215019	Tram 70: Waterfront City => Wattle Park	Stop D6: Flinders Street West	6	
144.9535957,-37.8215019	Tram 75: Central Pier => Vermont South Shopping Centre	Stop D6: Flinders Street West	6	
144.9532987,-37.821636	Tram 35: Waterfront City => La Trobe Street => Flinders Street => Waterfront City	Stop D6: Flinders Street West	6	
144.9532987,-37.821636	Tram 70: Wattle Park => Waterfront City	Stop D6: Flinders Street West	6	
144.9532987,-37.821636	Tram 75: Vermont South Shopping Centre => Central Pier	Stop D6: Flinders Street West	6	
144.9588821,-37.8359903	Tram 1: South Melbourne Beach => East Coburg	Cecil Street	25	
144.9585132,-37.8361286	Tram 1: East Coburg => South Melbourne Beach	Cecil Street	25	
144.9533339,-37.8415752	Tram 1: South Melbourne Beach => East Coburg	Cardigan Street	29	
144.9532977,-37.8416743	Tram 1: East Coburg => South Melbourne Beach	Cardigan Street	29	
144.9487613,-37.8471426	Tram 1: East Coburg => South Melbourne Beach	Beaconsfield Parade	32	
144.9487613,-37.8471426	Tram 1: South Melbourne Beach => East Coburg	Beaconsfield Parade	32	
144.9754309,-37.8608972	Tram 16: Kew => Melbourne University	Park Street	134	
144.9754309,-37.8608972	Tram 96: St Kilda Beach => East Brunswick	Park Street	134	
144.9752587,-37.8610383	Tram 16: Melbourne University => Kew	Park Street	134	
144.9752587,-37.8610383	Tram 96: East Brunswick => St Kilda Beach	Park Street	134	
144.9733984,-37.8621046	Tram 16: Kew => Melbourne University	Catani Gardens	135	
144.9733984,-37.8621046	Tram 96: St Kilda Beach => East Brunswick	Catani Gardens	135	
144.9731582,-37.8622861	Tram 16: Melbourne University => Kew	Catani Gardens	135	
144.9731582,-37.8622861	Tram 96: East Brunswick => St Kilda Beach	Catani Gardens	135	
144.9734895,-37.8651663	Tram 16: Kew => Melbourne University	Alfred Square	136	
144.9734895,-37.8651663	Tram 96: St Kilda Beach => East Brunswick	Alfred Square	136	
144.9738146,-37.8653342	Tram 16: Melbourne University => Kew	Alfred Square	136	
144.9738146,-37.8653342	Tram 96: East Brunswick => St Kilda Beach	Alfred Square	136	
144.9768762,-37.86696	Tram 16: Kew => Melbourne University	Luna Park	138	
144.9768762,-37.86696	Tram 96: St Kilda Beach => East Brunswick	Luna Park	138	
144.977234,-37.8670188	Tram 16: Melbourne University => Kew	Luna Park	138	
144.977234,-37.8670188	Tram 96: East Brunswick => St Kilda Beach	Luna Park	138	
144.9742378,-37.8608064	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Fitzroy Street	143	
144.9742378,-37.8608064	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Fitzroy Street	143	
144.9783723,-37.8440424	Tram 16: Kew => Melbourne University	Commercial Road	25	
144.9783723,-37.8440424	Tram 3: East Malvern => Melbourne University	Commercial Road	25	
144.9783723,-37.8440424	Tram 64: East Brighton => Melbourne University	Commercial Road	25	
144.9783723,-37.8440424	Tram 67: Carnegie => Melbourne University	Commercial Road	25	
144.9783723,-37.8440424	Tram 6: Glen Iris => Moreland railway station	Commercial Road	25	
144.9783723,-37.8440424	Tram 72: Camberwell => Melbourne University	Commercial Road	25	
144.9783723,-37.8440424	Tram 5: Malvern => Melbourne University	Commercial Road	25	
144.9786104,-37.8445597	Tram 16: Melbourne University => Kew	Commercial Road	25	
144.9786104,-37.8445597	Tram 3: Melbourne University => East Malvern	Commercial Road	25	
144.9786104,-37.8445597	Tram 64: Melbourne University => East Brighton	Commercial Road	25	
144.9786104,-37.8445597	Tram 67: Melbourne University => Carnegie	Commercial Road	25	
144.9786104,-37.8445597	Tram 6: Moreland railway station => Glen Iris	Commercial Road	25	
144.9786104,-37.8445597	Tram 72: Melbourne University => Camberwell	Commercial Road	25	
144.9786104,-37.8445597	Tram 5: Melbourne University => Malvern	Commercial Road	25	
144.9803117,-37.8493679	Tram 16: Kew => Melbourne University	High Street	27	
144.9803117,-37.8493679	Tram 3: East Malvern => Melbourne University	High Street	27	
144.9803117,-37.8493679	Tram 64: East Brighton => Melbourne University	High Street	27	
144.9803117,-37.8493679	Tram 67: Carnegie => Melbourne University	High Street	27	
144.9803117,-37.8493679	Tram 6: Glen Iris => Moreland railway station	High Street	27	
144.9803117,-37.8493679	Tram 5: Malvern => Melbourne University	High Street	27	
144.9805508,-37.8498975	Tram 16: Melbourne University => Kew	High Street	27	
144.9805508,-37.8498975	Tram 3: Melbourne University => East Malvern	High Street	27	
144.9805508,-37.8498975	Tram 64: Melbourne University => East Brighton	High Street	27	
144.9805508,-37.8498975	Tram 67: Melbourne University => Carnegie	High Street	27	
144.9805508,-37.8498975	Tram 6: Moreland railway station => Glen Iris	High Street	27	
144.9805508,-37.8498975	Tram 5: Melbourne University => Malvern	High Street	27	
144.9814657,-37.8525377	Tram 16: Kew => Melbourne University	Union Street	29	
144.9814657,-37.8525377	Tram 3: East Malvern => Melbourne University	Union Street	29	
144.9814657,-37.8525377	Tram 64: East Brighton => Melbourne University	Union Street	29	
144.9814657,-37.8525377	Tram 67: Carnegie => Melbourne University	Union Street	29	
144.9814657,-37.8525377	Tram 5: Malvern => Melbourne University	Union Street	29	
144.9816995,-37.8530399	Tram 16: Melbourne University => Kew	Union Street	29	
144.9816995,-37.8530399	Tram 3: Melbourne University => East Malvern	Union Street	29	
144.9816995,-37.8530399	Tram 64: Melbourne University => East Brighton	Union Street	29	
144.9816995,-37.8530399	Tram 67: Melbourne University => Carnegie	Union Street	29	
144.9816995,-37.8530399	Tram 5: Melbourne University => Malvern	Union Street	29	
144.9833953,-37.858034	Tram 3: East Malvern => Melbourne University	Barkly Street	31	
144.9833953,-37.858034	Tram 67: Carnegie => Melbourne University	Barkly Street	31	
144.9835516,-37.8582634	Tram 3: Melbourne University => East Malvern	Barkly Street	31	
144.9835516,-37.8582634	Tram 67: Melbourne University => Carnegie	Barkly Street	31	
144.9840687,-37.8599174	Tram 3: East Malvern => Melbourne University	Alma Road	32	
144.9840687,-37.8599174	Tram 67: Carnegie => Melbourne University	Alma Road	32	
144.9844742,-37.8609859	Tram 3: Melbourne University => East Malvern	Alma Road	32	
144.9844742,-37.8609859	Tram 67: Melbourne University => Carnegie	Alma Road	32	
144.9848479,-37.8621033	Tram 3: Melbourne University => East Malvern	Argyle Street	33	
144.9848479,-37.8621033	Tram 67: Melbourne University => Carnegie	Argyle Street	33	
144.9849117,-37.8624125	Tram 3: East Malvern => Melbourne University	Argyle Street	33	
144.9849117,-37.8624125	Tram 67: Carnegie => Melbourne University	Argyle Street	33	
144.9858686,-37.865111	Tram 3: Melbourne University => East Malvern	Inkerman Street	34	
144.9858686,-37.865111	Tram 67: Melbourne University => Carnegie	Inkerman Street	34	
144.9866849,-37.8674069	Tram 3: East Malvern => Melbourne University	Carlisle Street	35	
144.9866849,-37.8674069	Tram 67: Carnegie => Melbourne University	Carlisle Street	35	
144.9867962,-37.8675303	Tram 3: Melbourne University => East Malvern	Carlisle Street	35	
144.9867962,-37.8675303	Tram 67: Melbourne University => Carnegie	Carlisle Street	35	
144.9916887,-37.8573932	Tram 64: East Brighton => Melbourne University	Chapel Street	32	
144.9916887,-37.8573932	Tram 5: Malvern => Melbourne University	Chapel Street	32	
144.9919259,-37.8574918	Tram 64: Melbourne University => East Brighton	Chapel Street	32	
144.9919259,-37.8574918	Tram 5: Melbourne University => Malvern	Chapel Street	32	
144.9972485,-37.8584348	Tram 64: Melbourne University => East Brighton	The Avenue	34	
144.9972485,-37.8584348	Tram 5: Melbourne University => Malvern	The Avenue	34	
144.9975615,-37.8585138	Tram 64: East Brighton => Melbourne University	Westbury Street	34	
144.9975615,-37.8585138	Tram 5: Malvern => Melbourne University	Westbury Street	34	
145.0016064,-37.8590629	Tram 64: East Brighton => Melbourne University	Williams Road	35	
145.0016064,-37.8590629	Tram 5: Malvern => Melbourne University	Williams Road	35	
145.0021012,-37.8590941	Tram 64: Melbourne University => East Brighton	Williams Road	35	
145.0021012,-37.8590941	Tram 5: Melbourne University => Malvern	Williams Road	35	
145.0042703,-37.8594254	Tram 64: East Brighton => Melbourne University	Alexandra Street	36	
145.0042703,-37.8594254	Tram 5: Malvern => Melbourne University	Alexandra Street	36	
145.0046511,-37.8594395	Tram 64: Melbourne University => East Brighton	Closeburn Avenue	36	
145.0046511,-37.8594395	Tram 5: Melbourne University => Malvern	Closeburn Avenue	36	
145.0075185,-37.8598186	Tram 64: Melbourne University => East Brighton	Lansdowne Road	37	
145.0075185,-37.8598186	Tram 5: Melbourne University => Malvern	Lansdowne Road	37	
145.0072717,-37.8598216	Tram 64: East Brighton => Melbourne University	Lansdowne Road	37	
145.0072717,-37.8598216	Tram 5: Malvern => Melbourne University	Lansdowne Road	37	
145.0107912,-37.8602855	Tram 64: East Brighton => Melbourne University	Orrong Road	38	
145.0107912,-37.8602855	Tram 5: Malvern => Melbourne University	Orrong Road	38	
145.0111238,-37.8602922	Tram 64: Melbourne University => East Brighton	Orrong Road	38	
145.0111238,-37.8602922	Tram 5: Melbourne University => Malvern	Orrong Road	38	
145.0145005,-37.8607704	Tram 64: East Brighton => Melbourne University	Wattletree Road	40	
145.0145005,-37.8607704	Tram 5: Malvern => Melbourne University	Wattletree Road	40	
145.0151482,-37.8608633	Tram 64: Melbourne University => East Brighton	Wattletree Road	40	
145.0151482,-37.8608633	Tram 5: Melbourne University => Malvern	Wattletree Road	40	
145.0189108,-37.8624956	Tram 64: East Brighton => Melbourne University	Kooyong Road	42	
145.019188,-37.862576	Tram 64: Melbourne University => East Brighton	Kooyong Road	42	
145.0254325,-37.8653438	Tram 64: East Brighton => Melbourne University	Hawthorn Road	48	
145.025761,-37.865446	Tram 64: Melbourne University => East Brighton	Hawthorn Road	48	
145.0264785,-37.8657981	Tram 16: Kew => Melbourne University	Hawthorn Road	48	
145.0267879,-37.8658912	Tram 16: Melbourne University => Kew	Hawthorn Road	48	
145.0259678,-37.8659247	Tram 16: Melbourne University => Kew	Dandenong Road	48	48A
145.0259678,-37.8659247	Tram 64: East Brighton => Melbourne University	Dandenong Road	48	48A
145.0168761,-37.9141796	Tram 64: East Brighton => Melbourne University	Nepean Highway	68	
145.0168761,-37.9141796	Tram 64: Melbourne University => East Brighton	Nepean Highway	68	
144.9897672,-37.8715825	Tram 78: North Richmond => Balaclava	Prahran	36	
145.0404615,-37.8891943	Tram 67: Melbourne University => Carnegie	Glenhuntly Shops	60	
145.0407593,-37.8892595	Tram 67: Carnegie => Melbourne University	Glenhuntly Shops	60	
145.0556608,-37.8938053	Tram 67: Carnegie => Melbourne University	Koornang Road	68	
145.0556608,-37.8938053	Tram 67: Melbourne University => Carnegie	Koornang Road	68	
145.0563367,-37.8599614	Tram 6: Glen Iris => Moreland railway station	Malvern Road	53	
145.0563367,-37.8599614	Tram 6: Moreland railway station => Glen Iris	Malvern Road	53	
144.9929449,-37.8097402	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	North Richmond Station	19	
144.9929449,-37.8097402	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	North Richmond Station	19	
144.9957705,-37.810036	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Lennox Street	20	
144.9957705,-37.810036	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Lennox Street	20	
144.9552578,-37.7998582	Tram 59: Flinders Street railway station => Airport West	Royal Melbourne Hospital	14	
144.9552578,-37.7998582	Tram 58: Toorak => West Coburg	Royal Melbourne Hospital	14	
144.9555945,-37.8000815	Tram 59: Airport West => Flinders Street railway station	Royal Melbourne Hospital	14	
144.9555945,-37.8000815	Tram 58: West Coburg => Toorak	Royal Melbourne Hospital	14	
144.9822004,-37.8452868	Tram 72: Melbourne University => Camberwell	Alfred Hospital	26	
144.9823623,-37.8453395	Tram 72: Camberwell => Melbourne University	Alfred Hospital	26	
144.990561,-37.8463804	Tram 72: Melbourne University => Camberwell	Porter Street	29	
145.0011628,-37.8478286	Tram 72: Camberwell => Melbourne University	Hobson Street	33	
145.0526372,-37.8528479	Tram 72: Melbourne University => Camberwell	Gardiner Station	51	
145.0526819,-37.8530709	Tram 72: Camberwell => Melbourne University	Gardiner Station	51	
144.9420851,-37.8207768	Tram 11: Victoria Harbour => West Preston	Stop D18: Victoria Harbour Docklands	18	
144.9420851,-37.8207768	Tram 11: West Preston => Victoria Harbour	Stop D18: Victoria Harbour Docklands	18	
144.9420851,-37.8207768	Tram 48: North Balwyn => Victoria Harbour	Stop D18: Victoria Harbour Docklands	18	
144.9420851,-37.8207768	Tram 48: Victoria Harbour => North Balwyn	Stop D18: Victoria Harbour Docklands	18	
144.9839869,-37.8162724	Tram 48: North Balwyn => Victoria Harbour	Jolimont Station	11	
144.9839869,-37.8162724	Tram 75: Vermont South Shopping Centre => Central Pier	Jolimont Station	11	
144.9848291,-37.8163087	Tram 48: Victoria Harbour => North Balwyn	Jolimont Station	11	
144.9848291,-37.8163087	Tram 75: Central Pier => Vermont South Shopping Centre	Jolimont Station	11	
144.9785527,-37.8193779	Tram 70: Wattle Park => Waterfront City	Stop 7B: Rod Laver Arena	7	
144.9791329,-37.819624	Tram 70: Waterfront City => Wattle Park	Stop 7B: Rod Laver Arena	7	
144.9828362,-37.8221208	Tram 70: Wattle Park => Waterfront City	Stop 7C: MCG/John Cain Arena	7	
144.9836159,-37.8224601	Tram 70: Waterfront City => Wattle Park	Stop 7C: MCG/John Cain Arena	7	
144.9868039,-37.8238249	Tram 70: Wattle Park => Waterfront City	AAMI Park	7	
144.9713311,-37.8287954	Tram 16: Melbourne University => Kew	Shrine of Remembrance	19	
144.9713311,-37.8287954	Tram 3: Melbourne University => East Malvern	Shrine of Remembrance	19	
144.9713311,-37.8287954	Tram 64: Melbourne University => East Brighton	Shrine of Remembrance	19	
144.9713311,-37.8287954	Tram 67: Melbourne University => Carnegie	Shrine of Remembrance	19	
144.9713311,-37.8287954	Tram 6: Moreland railway station => Glen Iris	Shrine of Remembrance	19	
144.9713311,-37.8287954	Tram 72: Melbourne University => Camberwell	Shrine of Remembrance	19	
144.9713311,-37.8287954	Tram 5: Melbourne University => Malvern	Shrine of Remembrance	19	
145.0163888,-37.8199619	Tram 48: Victoria Harbour => North Balwyn	Hawthorn Bridge	23	
145.0163888,-37.8199619	Tram 75: Central Pier => Vermont South Shopping Centre	Hawthorn Bridge	23	
145.0161967,-37.8199934	Tram 48: North Balwyn => Victoria Harbour	Hawthorn Bridge	23	
145.0161967,-37.8199934	Tram 75: Vermont South Shopping Centre => Central Pier	Hawthorn Bridge	23	
145.0254359,-37.8274102	Tram 70: Wattle Park => Waterfront City	Riversdale Junction	29	
145.0254359,-37.8274102	Tram 75: Vermont South Shopping Centre => Central Pier	Riversdale Junction	29	
145.0257454,-37.8276116	Tram 70: Waterfront City => Wattle Park	Riversdale Junction	29	
145.0257454,-37.8276116	Tram 75: Central Pier => Vermont South Shopping Centre	Riversdale Junction	29	
145.050229,-37.7995629	Tram 48: North Balwyn => Victoria Harbour	Harp Road	39	
145.0841725,-37.7946282	Tram 48: North Balwyn => Victoria Harbour	Balwyn Road	51	
145.0841725,-37.7946282	Tram 48: Victoria Harbour => North Balwyn	Balwyn Road	51	
145.1106146,-37.8376121	Tram 70: Waterfront City => Wattle Park	Elgar Road	61	
145.1106146,-37.8376121	Tram 70: Wattle Park => Waterfront City	Elgar Road	61	
145.0987038,-37.8507196	Tram 75: Vermont South Shopping Centre => Central Pier	Gilmour Street	59	
145.0989619,-37.8507068	Tram 75: Central Pier => Vermont South Shopping Centre	Somers Street	59	
145.1054127,-37.8499715	Tram 75: Central Pier => Vermont South Shopping Centre	Presbyterian Ladies College	61	
145.1085669,-37.849528	Tram 75: Central Pier => Vermont South Shopping Centre	Elgar Road	62	
145.1082911,-37.8495886	Tram 75: Vermont South Shopping Centre => Central Pier	Elgar Road	62	
145.1152439,-37.8500042	Tram 75: Central Pier => Vermont South Shopping Centre	Deakin University	63	
145.115505,-37.8500749	Tram 75: Vermont South Shopping Centre => Central Pier	Deakin University	63	
145.1194159,-37.8505514	Tram 75: Vermont South Shopping Centre => Central Pier	Station Street	64	
145.1205661,-37.850646	Tram 75: Central Pier => Vermont South Shopping Centre	Station Street	64	
145.1259661,-37.8512704	Tram 75: Central Pier => Vermont South Shopping Centre	Starling Street	65	
145.1264008,-37.8513639	Tram 75: Vermont South Shopping Centre => Central Pier	Starling Street	65	
145.1383293,-37.8514524	Tram 75: Vermont South Shopping Centre => Central Pier	Old Burwood Road	67	
145.1379959,-37.8514936	Tram 75: Central Pier => Vermont South Shopping Centre	Old Burwood Road	67	
145.1418239,-37.8513086	Tram 75: Central Pier => Vermont South Shopping Centre	Benwerrin Reserve	68	
145.1421687,-37.8513828	Tram 75: Vermont South Shopping Centre => Central Pier	Benwerrin Reserve	68	
145.1463428,-37.8519196	Tram 75: Vermont South Shopping Centre => Central Pier	Highview Grove	69	
145.1459785,-37.8518377	Tram 75: Central Pier => Vermont South Shopping Centre	Keats Street	69	
145.151129,-37.8525534	Tram 75: Vermont South Shopping Centre => Central Pier	Blackburn Road	70	
145.1528475,-37.8527013	Tram 75: Central Pier => Vermont South Shopping Centre	Blackburn Road	70	
145.1585306,-37.8535928	Tram 75: Vermont South Shopping Centre => Central Pier	Sevenoaks Road	71	
145.1589974,-37.8536158	Tram 75: Central Pier => Vermont South Shopping Centre	Sevenoaks Road	71	
145.1646332,-37.8543401	Tram 75: Vermont South Shopping Centre => Central Pier	Lakeside Drive	72	
145.166067,-37.8544314	Tram 75: Central Pier => Vermont South Shopping Centre	Lakeside Drive	72	
145.1682018,-37.8547343	Tram 75: Vermont South Shopping Centre => Central Pier	Springvale Road	73	
145.1701654,-37.8549451	Tram 75: Central Pier => Vermont South Shopping Centre	Springvale Road	73	
145.1746038,-37.8555197	Tram 75: Vermont South Shopping Centre => Central Pier	Stanley Road	74	
145.1749552,-37.8555287	Tram 75: Central Pier => Vermont South Shopping Centre	Stanley Road	74	
145.1820916,-37.8564864	Tram 75: Central Pier => Vermont South Shopping Centre	Vermont South Shopping Centre	75	
145.1820916,-37.8564864	Tram 75: Vermont South Shopping Centre => Central Pier	Vermont South Shopping Centre	75	
144.9654476,-37.8495612	Tram 96: St Kilda Beach => East Brunswick	Middle Park	130	
144.9658262,-37.849842	Tram 96: East Brunswick => St Kilda Beach	Middle Park	130	
144.9709917,-37.8537804	Tram 96: East Brunswick => St Kilda Beach	Fraser Street	131	
144.9710848,-37.8538952	Tram 96: St Kilda Beach => East Brunswick	Fraser Street	131	
144.9585978,-37.8400918	Tram 96: St Kilda Beach => East Brunswick	Albert Park	128	
144.9587193,-37.8402798	Tram 96: East Brunswick => St Kilda Beach	Albert Park	128	
144.96163,-37.8452996	Tram 96: East Brunswick => St Kilda Beach	Melbourne Sports and Aquatic Centre	129	
144.9617106,-37.8454802	Tram 96: St Kilda Beach => East Brunswick	Melbourne Sports and Aquatic Centre	129	
144.9629429,-37.8395235	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Clarendon Street	130	
144.9614133,-37.8405506	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Melbourne Sports and Aquatic Centre	131	
144.9611712,-37.8406926	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Melbourne Sports and Aquatic Centre	131	
144.9543869,-37.8292205	Tram 96: St Kilda Beach => East Brunswick	City Road	126	
144.9544361,-37.8294498	Tram 96: East Brunswick => St Kilda Beach	City Road	126	
144.955298,-37.8329028	Tram 96: St Kilda Beach => East Brunswick	South Melbourne Market	127	
144.9554139,-37.8330676	Tram 96: East Brunswick => St Kilda Beach	South Melbourne Market	127	
144.9539842,-37.8274803	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Southbank Tram Depot	125	125A
144.9536867,-37.8276709	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Southbank Tram Depot	125	125A
144.9487497,-37.8301593	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Montague Street	126	
144.9485229,-37.8302516	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Montague Street	126	
144.9435234,-37.8332272	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	North Port	127	
144.9432824,-37.8334212	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	North Port	127	
144.937435,-37.8369919	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Graham Street	128	
144.9372302,-37.8370672	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Graham Street	128	
144.9328746,-37.8407388	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Beacon Cove	129	
144.9328746,-37.8407388	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Beacon Cove	129	
144.9820285,-37.808875	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Smith Street	15	
144.9820285,-37.808875	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Smith Street	15	
144.9829121,-37.8089289	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Smith Street	15	
144.9829121,-37.8089289	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Smith Street	15	
144.9860919,-37.8092665	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Wellington Street	16	
144.9860919,-37.8092665	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Wellington Street	16	
144.9858202,-37.8092742	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Wellington Street	16	
144.9858202,-37.8092742	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Wellington Street	16	
144.9902913,-37.8097521	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Hoddle Street	18	
144.9902913,-37.8097521	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Hoddle Street	18	
144.990672,-37.8097557	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Hoddle Street	18	
144.990672,-37.8097557	Tram 12: St Kilda (Park & Fitzroy Streets) => Victoria Gardens Shopping Centre	Hoddle Street	18	
145.0101382,-37.8114752	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Victoria Gardens Shopping Centre	24	
145.0101382,-37.8114752	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	Victoria Gardens Shopping Centre	24	
